label	description
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"what is my subscription id?
I am having the same issue.  I signed up awhile ago.
So I went back to sign up again and learned that actually once you ""register"" for AWS you still get to apply for a subscriber id :(  and the link it emails you doesn't work
http://aws-portal.amazon.com/gp/aws/developer/account/index.html?action=access-key
Please let me know if you get anywhere with it.
Regards,
Matt"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"what is my subscription id?
I would recommend emailing webservices@amazon.com.  Be to include the email with which you registered.Jim"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"what is my subscription id?
Update: Today I found it.Went to http://amazon.com/aws and clicked on ""Your Web Services Account"" button in upper right. There I was able to see my key and secret key."
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"XML types in answer SOAP message
Hi,Amazon ECS is new for me, but what I see is that the Amazon's answer SOAP message now does not contain types for XML elements. Now it looks like:...<Author>Boris Vian</Author>...instead of the old web service response:...<Author xsi:type=""xsd:string"">Boris Vian</Author>...Can anybody tell me why it is? New SOAP standard or itwas never required? (Google WS still answers with XML types,and also in the request message you still have to specifythe types of the inputs...)Thanks for your comments in advance,Akos"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Visual C++ support
I was attempting to create a C++ application to access the Amazon Simple Queue Service and ran into a problem.
What I tried:
- Open Visual C++ (either 2005 or .NET 2003)
- Create new MFC Application
- In the project menu choose ""Add Web Reference""
- Enter the location of the Amazon SQS WSDL (http://webservices.amazon.com/AWSSimpleQueueService/AWSSimpleQueueService.wsdl)
- Finish and compile application
I encountered the following errors when attempting to build:<FONT size=""1"">
Creating web service proxy file for com.amazon.webservices ...
c:\...\SimpleQueueServiceTest\com.amazon.webservices\AWSSimpleQueueService.wsdl(454,77) : warning SDL4010 : sproxy.exe does not fully support attributes.
...
sproxy : error SDL1000 : Unspecified error
sproxy : error SDL1002 : failure in generating output file: ""com.amazon.webservices.h""</FONT>
Any suggestions for getting this to work?  I am able to access other web services using a similar method.  Are there other recommended ways for accessing the service using Visual C++?"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Visual C++ support
Have you tried VS 2005 express C++? You can download it here:
http://lab.msdn.microsoft.com/express/visualc/default.aspx
-elena"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Visual C++ support
I tried this using Visual C++ 2005, from Visual Studio 2005 Beta 2.
I also tried this with Visual C++ .NET 2003.
I can install and try this with the Express version of VC++ 2005 if you think it would work differently.
Thanks"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Visual C++ support
I was able to create proxy in VS 2005 express... Note, I am using August CTP release, not beta. You can grab it from here:
http://lab.msdn.microsoft.com/vs2005/get/default.aspx
Scroll to VS Express August CTP.
You may need to uninstall VS 2005 beta and NET 2.0 framework before you can run August CTP VS Express (it comes bundled with compatible NET 2.0 bits).
-elena"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Visual C++ support
I think I know why this may be working for you and not me.  I apologize if I was being too vague.  I am interested in creating a Native/Unmanaged/not .NET C++ application.
If I create a Managed (""CLR"") C++ application, this works fine.
Exact steps to reproduce:
- File->New Project
- Visual C++->Win32->Win 32 Console Application->OK
- In the Win32 Application Wizard hit Finish
- Select the project in Solution Explorer
- Project->Add Web Reference
- Enter the location of the WSDL (http://webservices.amazon.com/AWSSimpleQueueService/AWSSimpleQueueService.wsdl)
- Go->Add Reference
 
More info:
When I tried this in Visual C++ 2005 Express Beta 2 the ""Add Web Reference"" menu item is disabled when I'm working with a Win32 application.  Therefore, you may need to try this either in the non-express version of Visual C++ 2005, or in Visual C++ .NET 2003.
Alternatively, I've attached a project I created in the non-express version of VC++ 2005.  You can open this project in VC++ 2005 Express and see the problem.
Still more info:
Under the covers, VC++ is using the sproxy.exe tool to generate the proxy code and this is what is failing.  So if you don't want to mess with all this project stuff, you can reproduce this fairly easily with any version of VC++ (VC++ .NET 2003, VC++ 2005 Express, VC++ 2005 not-express...).
Open a Visual Studio command prompt and enter the following command:
""sproxy /wsdl http://webservices.amazon.com/AWSSimpleQueueService/AWSSimpleQueueService.wsdl"""
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Visual C++ support
Ah, got it. I can reproduce same error now... Not sure if sproxy simply does not have support for doc/literal, or there are other issues.  Let me research this a bit more. I'll post when I have more info.
-elena"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Offer Object Issues
1) I am trying to retrieve Merchant info (ID & Name) for merchants in the 'Jewelry' SearchIndex and am facing the following issues

 The OffersFull response object only give Merchant data for search results that have Amazon.com as a merchnat for that item. For all other Merchants there is no respone returned. 
 2) Secondly, I am trying to retrive the lowestNewprice for an offer eg ASIN=B0000T6OWO here are the issues

There are multiple offers listed for thisASIN. How can I retrieve all offers for this ASIN?
 Please expalin with code samples if possible."
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Offer Object Issues
>The OffersFull response object only give Merchant data for search results that have Amazon.com...
You may be missing MerchantId=All in the request(?). See if this request returns the info you are looking for:
http://webservices.amazon.com/onca/xml?Service=AWSECommerceService&Version=2005-07-26&Operation=ItemSearch&SubscriptionId=&ltAccess Key Removed>&SearchIndex=Jewelry&Keywords=ring&MerchantId=All&ResponseGroup=OfferFull
>There are multiple offers listed for thisASIN. How can I retrieve all offers for this ASIN?
You can specify OfferPage paremeter to iterate over offer pages when there are multiple pages (up to 100)
http://webservices.amazon.com/onca/xml?Service=AWSECommerceService&Version=2005-07-26&Operation=ItemLookup&SubscriptionId=&ltAccess Key Removed>&ItemId=B0000T6OWO&MerchantId=All&OfferPage=1&ResponseGroup=OfferFull
-elena"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Offer Object Issues
Hi Elena,
thx for the prompt feedback. It did help, but for the solution u gave for my question posted in the last thread as below here is the issue- I need to sort by lowest prices for all listing returned for a particular SKU eg '96D10' in Jewlery node. DO u have a code snippet that i can use to generate the datatable object for this in .NET.
Thx
Harpreet
 
There are multiple offers listed for thisASIN. How can I retrieve all offers for this ASIN?
You can specify OfferPage paremeter to iterate over offer pages when there are multiple pages (up to 100)
http://webservices.amazon.com/onca/xml?Service=AWSECommerceService&Version=2005-07-26&Operation=ItemLookup&SubscriptionId=&ltAccess Key Removed>&ItemId=B0000T6OWO&MerchantId=All&OfferPage=1&ResponseGroup=OfferFull
-elena"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Offer Object Issues
I don't believe you can sort by offer prices on particular ASIN. You may need to download the offers first and do the sorting on your side. Try this:
http://www.awszone.com/scratchpads/aws/ecs.us/ItemLookup.aws
You can generate .NET code (click on ""Code It!"" tab).
-elena"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Is Alexa in Maintenance Today July 26 ?
Is Alexa in Maintenance Today July 26 ?
It seems that Alexa is in Maintenance today ( Tuesday July 26 of 2005 ) because it does not want to spider my sites and it returns an error when asked to do so...
If that is the explanation then I am happy, because I have complained several times that Alexa is not returning all the unavailable products or products that have problems like ""Back Ordered"", or products that have been totally deleted from the Amazon Catalogue.
I am using the AWS links to products within the XSLT stylesheet of Elena. For apparel products. ... My links are not ASIN.
Alexa has been extremely useful, Alexa has been a Beauty and a Wonder. A very valuable Treasure in the Assets of Amazon.
Thanks for any help.
Vicente Duque
 

<hr size='1' /><span class='wintiny'>Edited 7/26/2005 2:51 pm ET by <i>Vicente Duque</i> <!-- AB6F4URQ8G6E --></span>"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Availability
<DIV><FONT face=""Arial"" size=""2""><SPAN class=""671332502-24072005"">The Availability parameter doesn't seem to be working.</SPAN></FONT></DIV>
<DIV><FONT face=""Arial"" size=""2""><SPAN class=""671332502-24072005"" /></FONT> </DIV>
<DIV><FONT face=""Arial"" size=""2""><SPAN class=""671332502-24072005"">Even your example shows the same results with and without Availability.</SPAN></FONT></DIV>
<DIV><FONT face=""Arial"" size=""2""><SPAN class=""671332502-24072005"" /></FONT> </DIV>"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Variant Images
B0002XQJFA returns the original image as a variant
and yet B0007QKY62 does not
makes it kind of hard to code for"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"BrowseNodeLookup Response Groups
I don't get it.
Why would you start returning items using BrowseNodeLookup?
don't do that.  it's wrong."
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Alexa Web Info Services - end of BETA?
Hi there,
Does anyone know how long the free BETA of Alexa Web Information Services is to run for and the likely costs once it's fully released?
Kind regards, Dave."
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"amazon store--help me please
hello.
I try to open amazon store many times. But I don't know how.
Could someone help me how to have amazon store?
thanks"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Alexa doesn't sweep and clean perfectly
Alexa doesn't sweep and clean perfectly :
 
I moved many of my Apparel Sites from ASIN links to AWS links.
And I notice that Alexa is not sweeping and cleaning the websites in total perfection. ( The AWS links )
There are many apparel products that are unavailable, or ""out of stock"" and Alexa does not say anything.
As a result I am worried about this tool. Because many products that are unavailable continue inside my many apparel pages.
 
Vicente Duque"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Alexa doesn't sweep and clean perfectly
I wish that I am wrong but my data continues giving indication that Alexa fails finding all those garments that are ""Out of Stock"" or Unavailable.
My opinion is that Alexa ( for uncovering these unavailable items ) has been a Wonderful Tool, a Very Useful Tool for me. And I deeply thank its existence.
Alexa has been a Wonder and a Beauty. But I am lately very worried about its accuracy.
Since I moved into AWS links things seem to have changed and Alexa does not uncover all ""bad offers"", those offers without inventory.
Vicente"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Alexa doesn't sweep and clean perfectly
Sorry if I am repetitive.
But Alexa is not picking the ""Out of Stock"" or ""Backordered"" items.
It is skipping over many problems and unavailable items.
Reports have almost no problems, but the websites are full of availability problems.
Vicente Duque"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Lots of trouble with XSLT and amazon.com
<FONT face=""Times New Roman,Times,Serif"" color=""red"" size=""5"" /> 
<FONT face=""Times New Roman,Times,Serif"" color=""red"" size=""5"">Total Blackout of XSLT</FONT>
 
Today is Thursday, 9 of June 05
It is aproximately 12 AM to 1 PM of Eastern Standar Time
XSLT has stopped working for me. During the last 20 minutes.
Total Stoppage and Blackout of XSLT for my requests.
 
Amazon.com is not loading or it takes more than one minute.
Vicente Duque"
Sample Code & Libraries Articles & Tutorials and Amazon Machine Images	"Lots of trouble with XSLT and amazon.com
3 PM to 4 PM of EST
 
It is now repaired for my XSLT in Apparel
I was the first guy that detected the blackout aroung 10 AM of Eastern Standard Time.
I was very much worried.
But things are working perfectly righ now !!
Vicente"
