label	description
Amazon GameLift	"a game session keep activating when i got failed ticket.
my game session keeps activating and i really want to know why this happend and how can i fix it.
Do i need to care about this or just ignore a activating game session?
if i ignore, i have to scale up more instances for starting new game sessions.

as i know, the charge will be after the game session is active. am i right?
nobody use gamelift now? it's cool stuff but i cannot find any reference on google and this forum. i really need a help.
i'm trying to integrated gamelift with unreal engine 4 dedicated server.

""
Activating
test-flexmatch2
arn:aws:gamelift:ap-northeast-2::gamesession/fleet-ef888de6-b84a-4a04-9bae-1677a579ce88/99883ff9-aa0c-4282-9ca0-047d86a1a793
13.124.251.36
7777
0 of 2
00d 00h 15m 27s
2017-09-13 15:15:27 UTC+0900
""

I got the failed ticket from gamelift flexmatch.


{
			""TicketId"": ""ticket-test-878"",
			""ConfigurationName"": ""test-flexmatch2"",
			""Status"": ""FAILED"",
			""StatusReason"": ""UNEXPECTED_ERROR"",
			""StatusMessage"": ""An unexpected error was encountered during match placing."",
			""StartTime"": ""2017-09-13T06:14:46.798Z"",
			""EndTime"": ""2017-09-13T06:16:20.222Z"",
			""Players"": [
				{
					""PlayerId"": ""player-9"",
					""PlayerAttributes"": {
						""elo"": {
							""N"": 10
						}
					}
				}
			]
		},
		{
			""TicketId"": ""ticket-test-879"",
			""ConfigurationName"": ""test-flexmatch2"",
			""Status"": ""FAILED"",
			""StatusReason"": ""UNEXPECTED_ERROR"",
			""StatusMessage"": ""An unexpected error was encountered during match placing."",
			""StartTime"": ""2017-09-13T06:14:46.773Z"",
			""EndTime"": ""2017-09-13T06:16:20.146Z"",
			""Players"": [
				{
					""PlayerId"": ""player-10"",
					""PlayerAttributes"": {
						""elo"": {
							""N"": 10
						}
					}
				}
			]
		}

Edited by: gawoon on Sep 12, 2017 11:35 PM

Edited by: gawoon on Sep 12, 2017 11:35 PM"
Amazon GameLift	"cannot use gamelift's flexmatch features in aws lambda
i'm trying to use 'startMatchmaking' function on aws lambda.
but the error says no function there. any help plz

https://aws.amazon.com/ko/blogs/gamedev/fitting-the-pattern-serverless-custom-matchmaking-with-amazon-gamelift/

in my guess, if i want to make a serverless matchmaker, aws lambda should support aws gamelift sdk. if my approach has a problem or is wrong, just let me know.

here is my lambda code written by node.js 6.2

""""""
// configuring the SDK
var AWS = require('aws-sdk');
var gamelift = new AWS.GameLift({apiVersion: '2015-10-01'});
gamelift.startMatchmaking(params, function(err,data){
if(err) {
callback(err, err.stack);
} else {
callback(null, 'Hello from Lambda');
}
});
""""""
i got the error no function. i can use listBuilds function.

""
START RequestId: c8247495-9766-11e7-9b58-dbfc4d63765c Version: $LATEST
2017-09-12T03:02:16.355Z	c8247495-9766-11e7-9b58-dbfc4d63765c	TypeError: gamelift.startMatchmaking is not a function
at exports.handler (/var/task/index.js:41:14)
END RequestId: c8247495-9766-11e7-9b58-dbfc4d63765c
REPORT RequestId: c8247495-9766-11e7-9b58-dbfc4d63765c	Duration: 237.03 ms	Billed Duration: 300 ms Memory Size: 128 MB	Max Memory Used: 30 MB	
RequestId: c8247495-9766-11e7-9b58-dbfc4d63765c Process exited before completing request
""

Edited by: gawoon on Sep 12, 2017 10:43 PM

Edited by: gawoon on Sep 12, 2017 10:44 PM"
Amazon GameLift	"my tickets don't be changed from 'PLACING' to 'COMPLETED' in flexmatch
yesterday, i made a match by flexmatch.  and i got the msg using 'describeMatchmaking' method.

""    { TicketId: 'ticket-test-3004',
       ConfigurationName: 'test-flexmatch',
       Status: 'COMPLETED',
       StartTime: 2017-09-12T07:58:19.335Z,
       EndTime: 2017-09-12T07:58:21.912Z,
       Players: https://forums.aws.amazon.com/,
       GameSessionConnectionInfo: https://forums.aws.amazon.com/ },
     { TicketId: 'ticket-test-3005',
       ConfigurationName: 'test-flexmatch',
       Status: 'COMPLETED',
       StartTime: 2017-09-12T07:58:19.327Z,
       EndTime: 2017-09-12T07:58:21.912Z,
       Players: https://forums.aws.amazon.com/,
       GameSessionConnectionInfo: https://forums.aws.amazon.com/ },
""

i didn't actually make a client connect to the dedicated server. so my gamesession was active at that time and i didn't complete my game session properly. anyway after seeing the matching is completed, i terminated my fleet because i want to use on free tier not paying at this stage.

today, i'm trying to make a match as same as i did yesterday but it doesn't work.
my tickets don't be changed from 'PLACING' to 'COMPLETED' in flexmatch.

i assumed that my yesterday game session is still alive and it blocks to place a new game session into a available fleet.

anybody have some issue with this?"
Amazon GameLift	"Re: my tickets don't be changed from 'PLACING' to 'COMPLETED' in flexmatch
the problem comes from the fleet.

in the events tab, i got the error message like this after chaning my scaling policy.

2017-09-13 13:10:55 UTC+0900
SERVER_PROCESS_FORCE_TERMINATED
Server process did not cleanly exit within 30 seconds of OnProcessTerminate(), exitCode(-1), launchPath(C:\game\MatchMaker\Binaries\Win64\MatchMakerServer-Win64-Shipping.exe), arguments(-log), instanceId(i-*********), publicIP(**.**.**.**), gameSessionId(none)

my fleet has an issue with running my dedicated server but the status of fleet seems active.

so, i create another fleet and it works now.

Edited by: gawoon on Sep 12, 2017 10:42 PM"
Amazon GameLift	"GameLift + Cognito - ""The security token included in the request is invalid
I'm having issues accessing GameLift using an access key, secret key and session token retrieved from Cognito. This is what I have:

Cognito

Federated Identity with an identity pool
The identity pool has both an Authenticated Role and an Unauthenticated Role assigned
The ""Enable access to unauthenticated identities"" is checked


IAM

The Unauthenticated Role mentioned above has an Inline policy and a Managed Policy attached
The Inline Policy allows mobileanalytics:PutEvents and cognito-sync:*
The Managed Policy allows gamelift:CreateGameSession, gamelift:DescribeGameSessions, gamelift:SearchGameSessions, gamelift:CreatePlayerSession, gamelift:ListAliases


GameLift

I can access GameLift services from a User with the Managed Policy mentioned above attached to DescribeGameSessions etc
When I do GetId with the identity pool mentioned above and then use the access key, secret key and token received from Cognito when doing the same GameLift calls I get ""The security token included in the request is invalid""


Implementation Details

I use a language and game engine not supported by Amazon which means that I've had to roll my own code for all of the requests. As I wrote above, the code works for an access key and secret key connected to an IAM user so it should be ok. The code also passes the whole Signature Version 4 test suite (http://docs.aws.amazon.com/general/latest/gr/signature-v4-test-suite.html).


I understand that you cannot give support on the code itself, but I'm hoping that you can give general advice and at least let me know if the above mentioned setup with Cognito, Federated Identities, Unauthenticated User and GameLift should work or not."
Amazon GameLift	"FlexMatch match acceptance doesn't work
Hello!
We are very excited about new GameLift service named FlexMatch and we are evaluating it now doing some experiments with aws cli (version 1.11.142).
First problem I've got is strange behavior of matchmaking with enabled player acceptance.
I'm using simple ruleset for testing purposes:
{
    ""name"": ""simple-ruleset"",
    ""ruleLanguageVersion"": ""1.0"",
    ""playerAttributes"": [{
        ""name"": ""rating"",
        ""type"": ""number""
    }],
    ""teams"": [{
        ""name"": ""gang"",
        ""maxPlayers"": 1,
        ""minPlayers"": 1
    },{
        ""name"": ""swat"",
        ""maxPlayers"": 1,
        ""minPlayers"": 1
    }],
    ""rules"": [],
    ""expansions"": []
}

Matchmaking configuration has 60 seconds timeout for matchmaking and 20 seconds timeout for acceptance.
Also I've set notifications using SNS topic.
Then I make two start-matchmaking calls using aws cli, by describe-matchmaking and message from SNS I see that these tickets have changed status to ""REQUIRES_ACCEPTANCE"".
So everything was fine until now. But now neither accept-match requests or acceptance timeout don't change the status of these tickets. So these tickets just hang forever.
That's the list of notifications I've got by SNS during this experiment:
{""version"":""0"",""id"":""34e108b7-83d0-4f35-81e5-230f64429d32"",""detail-type"":""GameLift Matchmaking Event"",""source"":""aws.gamelift"",""account"":""620864823094"",""time"":""2017-08-30T12:07:56.916Z"",""region"":""us-west-2"",""resources"":[""arn:aws:gamelift:us-west-2:620864823094:matchmakingconfiguration/simple-rules""],""detail"":{""tickets"":[{""ticketId"":""26"",""startTime"":""2017-08-30T12:07:56.890Z"",""players"":[{""playerId"":""Hinidu26""}]}],""estimatedWaitMillis"":8,""type"":""MatchmakingSearching"",""gameSessionInfo"":{""players"":[{""playerId"":""Hinidu26""}]}}}

{""version"":""0"",""id"":""cdd52c82-4cac-4c11-b7c0-655ca3ab6164"",""detail-type"":""GameLift Matchmaking Event"",""source"":""aws.gamelift"",""account"":""620864823094"",""time"":""2017-08-30T12:08:37.895Z"",""region"":""us-west-2"",""resources"":[""arn:aws:gamelift:us-west-2:620864823094:matchmakingconfiguration/simple-rules""],""detail"":{""tickets"":[{""ticketId"":""27"",""startTime"":""2017-08-30T12:08:37.868Z"",""players"":[{""playerId"":""Hinidu27""}]}],""estimatedWaitMillis"":""NOT_AVAILABLE"",""type"":""MatchmakingSearching"",""gameSessionInfo"":{""players"":[{""playerId"":""Hinidu27""}]}}}

{""version"":""0"",""id"":""604e8d22-d174-42b0-854c-3b281cd60dd6"",""detail-type"":""GameLift Matchmaking Event"",""source"":""aws.gamelift"",""account"":""620864823094"",""time"":""2017-08-30T12:08:38.102Z"",""region"":""us-west-2"",""resources"":[""arn:aws:gamelift:us-west-2:620864823094:matchmakingconfiguration/simple-rules""],""detail"":{""tickets"":[{""ticketId"":""26"",""startTime"":""2017-08-30T12:07:56.890Z"",""players"":[{""playerId"":""Hinidu26"",""team"":""gang""}]},{""ticketId"":""27"",""startTime"":""2017-08-30T12:08:37.868Z"",""players"":[{""playerId"":""Hinidu27"",""team"":""swat""}]}],""acceptanceTimeout"":20,""ruleEvaluationMetrics"":[],""acceptanceRequired"":true,""type"":""PotentialMatchCreated"",""gameSessionInfo"":{""players"":[{""playerId"":""Hinidu26"",""team"":""gang""},{""playerId"":""Hinidu27"",""team"":""swat""}]},""matchId"":""bf93744d-17e7-42f2-bf1f-03b4a2dd3f53""}}

So it really looks like a bug - I don't see what I can do wrong in this simple scenario to cause such weird behavior.

Thank you in advance!"
Amazon GameLift	"High level DLC solution for mobile game using Unity
I am learning what it is going to take to support down-loadable content in my mobile game. And I'm looking for some guidance to ensure I am doing this right.

My high level understanding of what I need to do is this:

1. Use S3 to store my downloadable content files (in my case, Asset Bundles).
2. Write my game code to be able to download those asset bundles using Unity's UnityWebRequest functionality.

My real question is, my data is purely just content--all sensitive stuff like player progress. Financial stuff, etc, I am planning on using Playfab back end services. So, if I put all my DLC on S3 and just had my game download it through simple URL downloads, is the s3 server going to handle huge volumes of download. Let's be optimistic, say I get 10,000 users a day hitting the server, is this abusing the way the S3 system was intended to be used. Is there a better option?

Any guidance would be appreciated. Thanks in advance."
Amazon GameLift	"C# server development using dotnet core and Amazon.GameLift.Server
Has anyone successfully built the GameLift SDK **SERVER** sources for dotnet core?

Www.nuget.org has the package AWSSDK.GameLift which is a dotnet core library containing Amazon.GameLift for building clients but the nuget library does not contain Amazon.GameLift.Server for building game servers.   

I'm experimenting with how to build a dotnet core library of Amazon.GameLift.Server from source, but this is made complicated because I'm building on OS/X using vsCode, so all the Visual Studio .sln and .csproj files included in the source for building NET35 and NET45 are useless to me.

Thoughts?"
Amazon GameLift	"Re: C# server development using dotnet core and Amazon.GameLift.Server
I don't have an answer for you on this question, but the primary GameLift user forum is located on the GameDev site.  If you re-post this question there, you'll find a larger community who might be able to help you on this.
https://gamedev.amazon.com/forums/spaces/123/gamelift-discussion.html"
Amazon GameLift	"Feature Request : How can i create a session based game?
Hi,
This is really exciting new service provided by amazon web service, But why cannot i create a new game on this service? I don't have a game pre-built session based game.
Is there a way to create a new game,please Help.

Thank You!!

Regards,
Ashutosh,
Researching on AWS."
Amazon GameLift	"Re: Feature Request : How can i create a session based game?
Hi,
Answering my own question, we can use AWS Lumberyard service to develop games.



Thank You!!

Regards,
Ashutosh."
