label,description
Amazon EC2,"['instance', 'slow', 'became', 'ssh', 'access', 'processes', 'around', 'utc', 'nearly', 'hours', 'today', 'seems', 'normal', 'still', 'unusually', 'occasionally', 'monitoring', 'shows', 'everything', 'look', 'chandan']"
Amazon EC2,"['chandan', 'taken', 'look', 'instance', 'confirm', 'underlying', 'host', 'healthy', 'experiencing', 'issues', 'looking', 'cloudwatch', 'graphs', 'see', 'hitting', '100', 'cpu', 'spikes', 'insight', 'operating', 'system', 'level', 'would', 'recommend', 'take', 'logs', 'well', 'maximum', 'paramater', 'determine', 'causing', 'high', 'usage', 'require', 'assistance', 'hesitate', 'contact', 'us', 'kind', 'belynda']"
Amazon EC2,"['mine', 'instance', 'also', 'running', 'slow', 'type', 'id']"
Amazon EC2,"['instance', 'running', 'slow', 'one', 'instances', 'extremely', 'id', 'trying', 'tar', 'directory', 'files', 'total', 'size', '27', 'gb', 'primary', 'takes', 'less', '10', 'minutes', 'backup', 'problem', 'hours', 'exact', 'copy', 'made', 'fresh', 'morning', 'tried', 'stopping', 'starting', 'terminating', 'launching', 'command', 'directly', 'outside', 'script', 'time', 'memory', 'utilization', 'maxed', 'cpu']"
Amazon EC2,"['issue', 'facing', 'instance', 'id']"
Amazon EC2,"['unsupported', 'kernel', 'version', 'supported', 'uploading', 'image', 'raw', 'format', 'bucket', 'unable', 'convert', 'get', 'response', 'saying', 'clienterror', 'checking', 'versions', 'https', 'lists', 'could', 'receiving', 'many']"
Amazon EC2,"['server', 'stops', 'ist', 'instance', 'installed', 'tomcat', 'php', 'mysql', 'week', 'see', 'servers', 'stop', 'working', 'words', 'access', 'typing', 'url', 'like', 'public', 'dns', 'port', 'try', 'via', 'putty', 'response', 'asking', 'password', 'means', 'literally', 'crashing', 'look', 'dashboard', 'status', 'okay', 'want', 'happening', 'enabled', 'backup', 'crone', 'jobs', 'would', 'affect', 'remember', 'using', 'load', 'balancer', 'ip', 'address', 'well', 'use', 'settings', 'changed', 'respond']"
Amazon EC2,"['http', 'redirect', 'https', 'single', 'instance', 'everyone', 'enable', 'ssl', 'acm', 'apache', 'also', 'installed', 'domain', 'showing', 'verified', 'pages', 'like', 'open', 'takes', 'insted', 'one', 'advice', 'missing', 'advance', 'alis', '11', '2019', 'pm']"
Amazon EC2,"['connection', 'port', '22', 'broken', 'pipe', 'trying', 'ssh', 'instances', 'stay', 'long', 'launch', 'new', 'instance', 'able', 'server', 'immediately', 'like', 'minute', 'get', 'error', 'message', 'title', 'stop', 'start', 'still', 'run', 'issue', 'try', 'unable', 'connect', 'host', 'operation', 'timed', 'tried', 'many', 'different', 'things', 'working', 'luck', 'found', 'couple', 'threads', 'people', 'issues', 'also', 'account', 'suspended', 'one', 'point', 'seems', 'team', 'release', 'servers', 'along', 'lines', 'could', 'assistance', 'thread', 'example', 'referring', 'https']"
Amazon EC2,"['instance', 'longer', 'responding', 'status', 'ok', 'second', 'time', 'week', 'happened', 'nothing', 'changed', 'unable', 'connect', 'first', 'restarted', 'working', 'says', 'check', 'firewall', 'settings', 'etc', 'using', 'long', 'change', 'open', 'occurred', 'enabled', 'metrics', 'find', 'slightly', 'interesting', 'shows', 'might', 'today', 'causing', 'enter', 'current', 'state', 'cpu', 'spike', '20', 'hovering', 'usually', 'idles', 'attach', 'png', 'seems', 'unfortunately', 'get', 'onto', 'without', 'restarting', 'would', 'quite', 'like', 'ascertain', 'fault', 'ideas', 'root', 'cause']"
Amazon EC2,"['rebooted', 'checked', 'looks', 'like', 'nothing', 'happened', 'restarted', 'instance', '11', 'emerald', 'dhclienthttps', 'dhcprequest', 'eth0', 'port', '67', 'dhcpack', 'bound', 'renewal', '1592', 'seconds', 'ec2net', 'https', 'trying', 'get', 'http', 'rewriting', 'aliases', 'kernel', 'imklog', 'log', 'source', 'started']"
Amazon EC2,"['start', 'instance', 'changing', 'type', 'running', 'okay', 'decided', 'increase', 'capacity', 'stopped', 'changed', 'longer', 'starts', 'try', 'goes', 'pending', 'state', 'back', '24', 'seconds', 'tried', 'also', 'couple', 'capable', 'types', 'luck', 'behavior', 'volumes', 'still', 'able', 'creating', 'took', 'hour', 'succeeded', 'launching', 'another', 'fails', 'instead', 'new', 'ends', 'terminated', 'minute', 'launch', 'see', 'following', 'description', 'page', 'transition', 'reason', 'message', 'internal', 'error', 'bug', 'posts', 'forum', 'similar', 'errors', 'think', 'storage', 'size', 'issue', 'last', 'full', 'backup', '50', 'gb', 'volume', '200', 'opened', 'developer', 'support', 'plan', 'resolve', 'problem', 'sooner', 'case', 'id', '5971375681', 'nothing', 'happening', 'hours', 'wonder', 'someone', 'could', 'comment', 'customers', 'beginning', 'panic', 'need', 'small', 'mail', 'server', 'critical', 'business']"
Amazon EC2,"['resolution', 'save', 'money', 'trouble', 'checking', 'updating', 'credit', 'card', 'issue', 'resolved', 'using', 'following', 'steps', '1', 'first', 'changed', 'support', 'plan', 'basic', 'developer', 'allowed', 'create', 'technical', 'incident', 'turned', 'useful', 'response', 'received', '13', 'hours', 'apparently', 'outsourced', 'india', 'time', 'zone', 'completely', 'sync', 'pacific', 'customers', 'started', 'panic', 'upgraded', 'business', 'able', 'another', 'chat', 'online', 'person', 'traced', 'problem', 'key', 'used', 'encrypt', 'data', 'volume', 'management', 'service', 'page', 'console', 'inaccessible', 'believed', 'complete', 'registration', 'incorrectly', 'one', 'links', 'info', 'went', 'cards', 'showing', 'expired', 'updated', 'expiration', 'date', 'start', 'instance', 'hope', 'helps', 'someone']"
Amazon EC2,"['work', 'original', 'region', 'copied', 'instance', 'rolling', 'ohio', 'wants', 'create', 'copy', 'server', 'place', 'europe', 'made', 'new', 'set', 'initially', 'additional', 'configuration', 'security', 'groups', 'stuff', 'handled', 'automatically', 'starts', 'perfectly', 'fine', 'access', 'ssh', 'public', 'ipv4', 'dns', 'http', 'port', 'error', 'simply', 'timeout', '60', 'seconds', 'logs', 'apache', 'seems', 'register', 'anything', 'run', 'curl', 'responds', 'disabled', 'firewalls', 'sudo', 'ufw', 'disable', 'response', 'test', 'created', 'exactly', 'way', 'except', 't3', 'instead', 't2', 'key', 'pair', 'different', 'runs', 'without', 'problems', 'try', 'next']"
Amazon EC2,"['looked', 'instance', 'copied', 'new', 'region', 'see', 'allowing', 'port', '22', 'security', 'groups', 'services', 'like', 'http', 'https', 'need', 'allow', '80', '443', 'ports', 'open', 'try', 'connect', 'time']"
Amazon EC2,"['instance', 'regularly', 'crashing', 'stop', 'working', 'recently', 'deployed', 'running', 'debian', 'functioning', 'mainly', 'lightweight', 'webserver', 'last', 'week', 'gone', 'several', 'occasions', 'nothing', 'logs', 'server', 'unable', 'using', 'regular', 'command', 'issue', 'force', 'restart', 'without', 'difficulty', 'days', 'goes', 'system', 'status', 'checks', 'claim', 'everything', 'ok', 'time', 'stops', 'responding', 'ssh', 'login', 'freezes', 'twitter', 'bot', 'sure', 'every', 'service', 'fails', 'need', 'suggests', 'problem', 'might', 'loss', 'analyze', 'replacing', 'previous', 'set', 'identically', 'ran', 'year', 'incident', 'try', 'figure', 'going']"
Amazon EC2,"['instances', 'stuck', 'shutting', 'two', 'terminate', 'unclear', 'proper', 'process', 'get', 'fixed', 'access', 'post', 'forums', 'account', 'open', 'support', 'ticket', 'machines', 'terminated', 'problem', 'side', 'paying', 'month', 'correct', 'fast', 'dealing']"
Amazon EC2,"['get', 'hand', 'amazonian']"
Amazon EC2,"['see', 'one', 'instances', 'currently', 'stuck', 'stopping', 'state', 'reached', 'internally', 'looked']"
Amazon EC2,"['instances', 'stopped', 'state']"
Amazon EC2,"['frequency', 'interruption', 'mean', 'spot', 'instance', 'advisor', 'estimates', 'type', 'region', 'https', 'example', 'currently', 'actually', 'found', 'one', 'reference', 'percentages', 'podcast', '305', 'saving', 'money', 'published', 'last', 'three', 'months', '93', 'reason', 'instances', 'got', 'terminated', 'user', 'finished', 'turned', 'however', 'also', 'prevailing', 'market', 'price', 'exceeds', 'bid', 'telling', 'interrupted', 'movements', 'every', 'hour', 'runs', '5', 'chance', 'clarification', 'interpret', 'numbers', 'would', 'greatly', 'appreciated']"
Amazon RDS,"['instances', 'auto', 'upgrade', 'minor', 'versions', 'two', 'currently', 'running', 'mariadb', 'version', 'configured', 'yes', 'neither', 'ever', 'done', 'automatic', 'available', 'upgrades', 'happened', 'show', 'sign', 'happening', 'soon', 'seen', 'lack', 'behaviour', 'well', 'mysql', 'past', 'outputs', 'empty', 'list', 'even', 'manually', 'configure', 'change', 'applied', 'next', 'maintenance', 'window', 'pendingmaintenanceactions', 'anything', 'else', 'activate', 'maybe', 'account', 'level']"
Amazon RDS,"['misunderstood', 'feature', 'long', 'time', 'one', 'still', 'reflect', 'many', 'customers', 'expect', 'expectation', 'instances', 'amvu', 'allowed', 'automatically', 'updated', 'latest', 'minor', 'version', 'soon', 'release', 'actual', 'usage', 'periodically', 'decide', 'apply', 'applicable', 'allow', 'want', 'stay', 'need', 'either', 'manually', 'script', 'schedule', 'run']"
Amazon RDS,"['oracle', 'instances', 'support', 'ending', 'mean', 'received', 'notification', 'stating', 'm3', 'r3', 'longer', 'supported', 'later', 'year', '30', '2019', 'end', 'instance', 'families', 'exactly', 'happen', 'date', 'function']"
Amazon RDS,"['bump', 'need', 'take', 'action', 'keep', 'm3', 'r3', 'instances', 'functioning', '30']"
Amazon RDS,"['hopefully', 'someone', 'oracle', 'see', 'comment', 'tend', 'forum', 'intermittently', 'generally', 'speaking', 'support', 'ends', 'previous', 'generation', 'instance', 'type', 'either', 'take', 'manual', 'action', 'migrate', 'latest', 'current', 'various', 'parts', 'process', 'unclear', 'snippet', 'post', 'entire', 'text', 'notification', 'information', 'course', 'two', 'big', 'questions', 'mandatory', 'migrations', 'need', 'look', 'first', 'applies', 'everyone', 'automatic', 'vs', 'move', 'new', 'general', 'going', 'better', 'certainly', 'production', 'instances', 'since', 'choose', 'exact', 'timing', 'apply', 'whatever', 'testing', 'verification', 'processes', 'make', 'sense', 'changing', 'types', 'second', 'question', 'still', 'using', 'networking', 'm3', 'r3', 'last', 'available', 'compatible', 'must', 'end', 'surprised', 'though', 'happening', 'engine', 'telling', 'tends', 'narrow', 'rules', 'versions', 'database', 'supported', 'linux', 'turn', 'creates', 'issues', 'underlying', 'hardware', 'version', 'components', 'become', 'impractical', 'impossible', 'construct', 'supportable', 'stack', 'older', 'systems', 'could', 'reasons', 'drop', 'happened', 'rarely', 'suspect', 'forcing', 'hand']"
Amazon RDS,"['pending', 'maintenance', 'showing', 'via', 'console', 'modified', 'sql', 'server', 'instance', 'chose', 'modification', 'applied', 'next', 'window', 'despite', 'clicked', 'backups', 'tab', 'check', 'change', 'saw', 'none', 'nothing', 'shows', 'ran', 'either', 'fortunately', 'value', 'show', 'arrived', 'days', 'later', 'cli']"
Amazon RDS,"['maintenance', 'must', 'perform', 'operation', 'underlying', 'resources', 'example', 'operating', 'system', 'update', 'migrate', 'instance', 'hardware', 'requires', 'servicing', 'modification', 'requests', 'user', 'makes', 'considered', 'operations', 'though', 'conducted', 'next', 'window', 'unless', 'requested', 'done', 'immediately', 'see', 'changes', 'pending', 'list', 'https']"
Amazon RDS,"['delete', 'backups', 'keep', 'getting', 'charged', 'backup', 'database', 'deleted', 'even', 'find', 'message', 'receive', 'bills', 'south', 'america', 'sao', 'relational', 'service', 'storage', 'per', 'additional', 'exceeding', 'free', 'allocation', 'login', 'says', 'available', 'region', 'amount', 'keeps', 'going', 'cent', 'every', 'days', 'concerned', 'cost', 'however', 'frustrating', 'wondering', 'need', 'account', 'create', 'new', 'one']"
Amazon RDS,"['postgres', 'migration', 'permission', 'denied', 'schema', 'public', 'increased', 'storage', '600gb', 'tb', 'migrated', 'roles', 'including', 'master', 'role', 'access', 'objects', 'select', 'results', '42501', 'error', 'query', 'executed', 'shows', 'false', 'create', 'usage', 'permissions', 'names', 'name', 'tried', 'database', 'dwh', 'executing', 'without', 'errors', 'would', 'result', 'anyone', 'idea', 'resolved']"
Amazon RDS,"['try', 'running', 'following', 'first', 'role', 'alter', 'schema', 'public', 'owner', 'master', 'resolves', 'issue', 'h', 'awsatjohnh', '12', '2019', 'pm']"
Amazon RDS,"['replica', 'stopped', 'working', 'error', 'wolfi8', '24', '2019']"
Amazon RDS,"['wolfi8', 'found', 'read', 'replicas', 'changed', 'parameter', 'allow', 'load', 'data', 'infile', 'statements', 'successfully', 'replicate', 'mysql', 'reboot', 'instances', 'send', 'private', 'message', 'still', 'experience', 'issue', 'needs', 'configuration', 'change', 'note', 'question', 'applies', 'existing', 'new', 'aware', 'breaking', 'behavior', 'working', 'permanent', 'solution', 'additionally', 'another', 'workaround', 'enable', 'replication', 'creating', 'custom', 'group', 'master', 'setting']"
Amazon RDS,"['experiencing', 'issue', 'mysql', 'replica', 'perform', 'fix', 'account', 'kind']"
Amazon RDS,"['danhunt', 'applied', 'fix', 'replica', 'weeks', 'ago', 'believe', 'solution', 'architect', 'communicated', 'send', 'private', 'message', 'additional', 'issues', 'new', 'replicas', 'need']"
Amazon RDS,"['issue', 'mysql', 'replication', 'breaks', 'load', 'data', 'setup', 'problem', 'persists', 'change', 'best']"
Amazon RDS,"['lsvbparts', 'applied', 'fix', 'onto', 'replica', 'see', 'private', 'message', 'sent', 'details']"
Amazon RDS,"['upgrading', '25', 'fix', 'issue', 'seeing', 'problem', 'one', 'test', 'instance', 'read', 'replicas', 'jrule', '27', '2019', 'pm']"
Amazon RDS,"['dear', 'replica', 'working', 'fine', 'since', 'today', 'experience', 'issue', 'could', 'showing', 'replication', 'error']"
Amazon RDS,"['add', 'postgres', 'extensions', 'rely', 'scheduled', 'db', 'jobs', 'applications', 'would', 'great', 'supported']"
Amazon RDS,"['add', 'details', 'jobs', 'expecting', 'run', 'executed', 'client', 'based', 'cronjob', 'using', 'psql', 'jignesh']"
Amazon RDS,"['speaking', 'organization', 'stats', 'aggregation', 'log', 'table', 'truncation', 'dropping', 'older', 'entries', 'refreshing', 'materialized', 'views', 'creating', 'new', 'partitions', 'date', 'range', 'set', 'mysql', 'would', 'create', 'event', 'keeps', 'database', 'housekeeping', 'without', 'outside', 'complex', 'dependencies', 'like', 'cloudformation', 'schedules', 'separate', 'dedicated', 'host', 'cron', 'daemon', 'running', 'allow', 'similar', 'level', 'flexibility', 'convenience', 'postgresql', 'already', 'enjoyed', 'counterpart', 'family', 'products']"
Amazon RDS,"['jignesh', 'would', 'great', 'feature', 'yes', 'crons', 'run', 'outside', 'use', 'client', 'connect', 'reduces', 'infrastructure', 'overhead', 'need', 'deploy', 'maintain', 'separate', 'containers', 'trivial', 'scheduled', 'queries', 'example', 'cheers']"
Amazon RDS,"['one', 'feature', 'pipeline', 'available', 'future', 'currently', 'estimated', 'date', 'needs', 'tested', 'thoroughly', 'making', 'customer', 'meanwhile', 'could', 'use', 'crontab', 'linux', 'instance']"
Amazon RDS,"['support', 'update', 'options', 'order', 'schedule', 'job', 'executed', 'automatically', 'looking', 'alternative', 'ms', 'sql', 'server']"
Amazon RDS,"['would', 'love', 'feature']"
Amazon RDS,"['fyi', 'database', 'blog', 'entry', 'describing', 'replace', 'sql', 'server', 'agent', 'jobs', 'step', 'functions', 'https']"
Amazon RDS,"['would', 'much', 'appreciated', 'community', 'postgres', 'users', 'believe', 'workarounds', 'welcome', 'better', 'solutions', 'seem', 'like', 'anything', 'comes', 'close', 'options', 'offers', 'given', 'fact', 'requires', 'extension', 'installed', 'little', 'interest', 'using', 'workaround', 'support', 'update', 'maybe', 'aber', '11', '2019', 'pm']"
Amazon RDS,"['high', 'cpu', 'load', 'problems', 'instance', 'suddenly', 'spiked', 'hours', 'able', 'get', 'tried', 'follow', 'find', 'anything', 'suspicious', 'right', 'employees', 'check', 'us', 'see', 'wrong', 'eirik']"
Amazon RDS,"['version', 'type', 'postgresql', 'mysql', 'using', 'types', 'support', 'performance', 'insights', 'pi', 'though', 'limited', 'certain', 'versions', 'enable', 'able', 'see', 'sql', 'putting', 'cpu', 'load', 'database', 'quick', 'demo', 'https']"
Amazon RDS,"['mysql', 'cluster', 'showing', 'events', 'two', 'instances', 'along', 'staging', 'single', 'instance', 'console', 'cli', 'dbclusters', 'masterusername', 'readerendpoint', 'httpendpointenabled', 'false', 'readreplicaidentifiers', 'vpcsecuritygroups', 'status', 'active', 'vpcsecuritygroupid', 'copytagstosnapshot', 'hostedzoneid', 'enginemode', 'provisioned', 'available', 'multiaz', 'true', 'latestrestorabletime', 'preferredbackupwindow', 'dbsubnetgroup', 'default', 'allocatedstorage', '1', 'backupretentionperiod', '7', 'preferredmaintenancewindow', 'engine', 'endpoint', 'associatedroles', 'earliestrestorabletime', 'iamdatabaseauthenticationenabled', 'clustercreatetime', 'engineversion', 'enabledcloudwatchlogsexports', 'audit', 'error', 'general', 'slowquery', 'deletionprotection', 'dbclusteridentifier', 'dbclusterresourceid', 'dbclustermembers', 'isclusterwriter', 'dbclusterparametergroupstatus', 'promotiontier', 'dbinstanceidentifier', 'prod', 'dbclusterarn', 'arn', 'storageencrypted', 'databasename', 'level', 'dbclusterparametergroup', 'availabilityzones', 'port', '3306', 'however', 'absolutely', 'anyone', 'ideas', 'could', 'going']"
